timestamp,name,country,tags,image,link
2026-03-22T16:47:28.976639,BUNT.,DE,HOUSE|ELECTRONIC|FRIDAY,https://media.appmiral.com/prod/performance/0057/08/thumb_5607356_performance_960.jpeg,/en/programs-lineup-2026#/artist/2078742-bunt.?from=%2F
2026-03-22T16:47:31.128953,CharlotteCardin,CA,POP|INDIE|ALT POP|SATURDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577351_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064816-charlotte-cardin?from=%2F
2026-03-22T16:47:31.129211,Chet Faker,AU,INDIE|WEDNESDAY,https://media.appmiral.com/prod/performance/0056/95/thumb_5594603_performance_960.jpeg,/en/programs-lineup-2026#/artist/2071960-chet-faker?from=%2F
2026-03-22T16:47:32.756865,Dijon,US,ALTERNATIVE|INDIE|TUESDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577140_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064846-dijon?from=%2F
2026-03-22T16:47:32.757141,Dimension,UK,ELECTRONIC|DNB|SATURDAY,https://media.appmiral.com/prod/performance/0056/95/thumb_5594607_performance_960.jpeg,/en/programs-lineup-2026#/artist/2068361-dimension?from=%2F
2026-03-22T16:47:32.757415,Dixon,DE,DEEP-HOUSE|ELECTRONIC|MELODIC TECHNO|THURSDAY,https://media.appmiral.com/prod/performance/0056/95/thumb_5594608_performance_960.jpeg,/en/programs-lineup-2026#/artist/2069924-dixon?from=%2F
2026-03-22T16:47:34.908625,Dom Dolla,AU,TECH-HOUSE|ELECTRONIC|THURSDAY,https://media.appmiral.com/prod/performance/0056/80/thumb_5579847_performance_960.jpeg,/en/programs-lineup-2026#/artist/2065311-dom-dolla?from=%2F
2026-03-22T16:47:34.908877,Funk Tribu,CO,ELECTRONIC|TECHNO|SATURDAY,https://media.appmiral.com/prod/performance/0056/88/thumb_5587818_performance_960.jpeg,/en/programs-lineup-2026#/artist/2068353-funk-tribu?from=%2F
2026-03-22T16:47:34.909122,IndiraPaganotto,ES,TECHNO|ELECTRONIC|TUESDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577096_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064818-indira-paganotto?from=%2F
2026-03-22T16:47:37.080002,Joris Voorn,NL,ELECTRONIC|TECH-HOUSE|TECHNO|THURSDAY,https://media.appmiral.com/prod/performance/0056/78/thumb_5577028_performance_960.jpeg,/en/programs-lineup-2026#/artist/2064810-joris-voorn?from=%2F
